,Close,Zigzag,High,Low
172,1216.34,1228.7620261437908,1234.5868976843192,1198.0966445507927
173,1214.53,1229.1228758169934,1233.372508529306,1196.918148671297
174,1212.96,1229.483725490196,1231.7084669469873,1195.3032905840223
175,1210.67,1229.8445751633988,1229.3946829465503,1193.0578942880315
176,1211.78,1230.2054248366012,1229.2932124909867,1192.9594229592335
177,1210.96,1230.5662745098039,1228.8116971856798,1192.492139633394
178,1211.24,1230.9271241830065,1228.9238985897618,1192.601024739818
179,1210.93,1231.2879738562092,1228.8531472255775,1192.5323645489595
180,1210.76,1231.6488235294119,1228.7738695716737,1192.4554300769444
181,1210.76,1232.0096732026143,1228.794772054358,1192.4757147522587
182,1208.04,1232.370522875817,1226.9018431170264,1190.638734453469
183,1207.95,1232.7313725490196,1226.0678978124415,1189.8294377785764
184,1208.0,1233.0922222222223,1225.8402965219911,1189.6085636198632
185,1211.01,1233.4530718954247,1227.989084662068,1191.6938407804307
186,1211.01,1233.8139215686274,1228.9709788688715,1192.6467134835848
187,1211.25,1234.17477124183,1229.531545676316,1193.190711813962
188,1212.11,1234.5356209150327,1230.323761279194,1193.959512177346
189,1211.32,1234.8964705882354,1230.0258146548176,1193.6703718571384
190,1211.97,1235.2573202614378,1230.2828963229515,1193.9198550523222
191,1211.75,1235.6181699346405,1230.182482003685,1193.82240864397
192,1212.25,1235.9790196078432,1230.4490602893075,1194.0811077684411
193,1211.53,1236.3398692810458,1230.0148749656855,1193.6597555085718
194,1211.71,1236.7007189542483,1229.9274364356095,1193.574901368547
195,1211.66,1237.061568627451,1229.8469463360257,1193.4967902866852
196,1236.67,1237.4224183006536,1247.675116303294,1210.7980192696991
197,1239.21,1237.7832679738563,1256.998809398733,1219.8461352293125
198,1239.28,1238.144117647059,1260.3191848630092,1223.0683715173047
199,1239.22,1238.5049673202614,1260.8347879509051,1223.5687351050656
200,1239.19,1238.865816993464,1260.2792192396448,1223.0295871438918
201,1240.65,1239.2266666666667,1260.5140111708265,1223.257439412083
202,1241.33,1239.5875163398694,1260.7027320075795,1223.4405822930698
203,1243.89,1239.9483660130718,1262.322741858397,1225.012710079331
204,1244.33,1240.3092156862745,1263.1146202758212,1225.781183223334
205,1245.18,1240.6700653594771,1263.8600238538036,1226.5045551684696
206,1248.07,1241.0309150326798,1266.0790830756664,1228.658026433036
207,1245.1,1241.3917647058825,1264.7607773909497,1227.3786854483599
208,1241.83,1241.752614379085,1261.7038640451,1224.4121242211072
209,1241.22,1242.1134640522876,1259.9176124802432,1222.6786682690047
210,1241.6,1242.4743137254902,1259.514614349523,1222.287581413084
211,1241.89,1242.8351633986929,1259.6879365906032,1222.4557808293046
212,1241.43,1243.1960130718953,1259.5584595982104,1222.330130743091
213,1241.5,1243.556862745098,1259.6486005865872,1222.4176074658012
214,1241.15,1243.9177124183007,1259.5164269949978,1222.2893404828305
215,1241.03,1244.2785620915033,1259.4341171629044,1222.209463453656
216,1240.29,1244.639411764706,1258.9213299877642,1221.7118325497022
217,1240.88,1245.0002614379084,1259.1681747198038,1221.9513813783317
218,1242.66,1245.361111111111,1260.593362689374,1223.3344455655504
219,1244.19,1245.7219607843138,1262.3142031561256,1225.0044237524962
220,1244.22,1246.0828104575164,1263.0276781989533,1225.6968108630235
221,1245.28,1246.4436601307189,1263.9959337273315,1226.6364480014006
222,1245.63,1246.8045098039215,1264.5591030134292,1227.1829718898794
223,1245.76,1247.1653594771242,1264.782143486402,1227.3994200336022
224,1243.82,1247.5262091503268,1263.3898373926272,1226.0482658440765
225,1245.28,1247.8870588235295,1263.7640547332894,1226.4114225736848
226,1245.1,1248.247908496732,1263.7847058279362,1226.43146329115
227,1245.04,1248.6087581699346,1263.7332830907824,1226.381560437853
228,1244.93,1248.9696078431373,1263.6216801838104,1226.273256138969
229,1244.81,1249.33045751634,1263.4844346400405,1226.140067113734
230,1246.02,1249.6913071895424,1264.293475876714,1226.92519580154
231,1243.99,1250.052156862745,1263.192794139687,1225.857046529647
232,1243.79,1250.4130065359477,1262.5644251519163,1225.2472500242736
233,1243.0,1250.7738562091504,1261.760513932906,1224.4670997279925
234,1243.77,1251.134705882353,1262.0150907416828,1224.7141520990713
235,1242.0,1251.4955555555555,1260.9209370252427,1223.652337901344
236,1243.02,1251.8564052287581,1261.2270645972524,1223.949417367777
237,1243.24,1252.2172549019608,1261.581958565791,1224.2938218594127
238,1241.26,1252.5781045751635,1260.3571716019826,1223.1052354955202
239,1241.33,1252.938954248366,1259.9073527746905,1222.6687118059804
240,1240.88,1253.2998039215686,1259.4523570625267,1222.2271642429448
241,1237.6,1253.6606535947712,1256.9755316408684,1219.8235454839953
242,1238.76,1254.021503267974,1256.8199139464243,1219.672527327318
243,1240.98,1254.3823529411766,1258.474087797624,1221.2778093405511
244,1241.11,1254.743202614379,1259.3685274861996,1222.1458123880852
245,1241.15,1255.1040522875817,1259.789158707841,1222.554011159826
246,1242.74,1255.4649019607843,1261.0771660407859,1223.8039493105161
247,1244.74,1255.825751633987,1263.0107545411017,1225.680387411808
248,1244.14,1256.1866013071894,1263.3183754597758,1225.9789160865803
249,1243.72,1256.5474509803921,1263.0160310990561,1225.6855080123844
250,1243.61,1256.9083006535948,1262.6985277454037,1225.3773889943081
251,1244.1,1257.2691503267974,1262.8423697171856,1225.5169794792391
252,1243.89,1257.63,1262.7115801735522,1225.3900556364028
253,1243.16,1257.9908496732025,1262.1006052413481,1224.7971390765792
254,1247.72,1258.3516993464052,1265.0812279452732,1227.6896645577283
255,1247.86,1258.7125490196079,1266.4463726572092,1229.0144601648778
256,1248.19,1259.0733986928105,1267.156352199639,1229.70345509029
257,1248.48,1259.434248366013,1267.5373898771536,1230.0732305704396
258,1248.93,1259.7950980392156,1267.9005409421097,1230.4256481063821
259,1250.33,1260.1559477124183,1268.9524423293897,1231.446458812265
260,1252.43,1260.516797385621,1270.80899929216,1233.2481421702241
261,1252.23,1260.8776470588236,1271.3475487205728,1233.7707738815411
262,1252.48,1261.238496732026,1271.6123664825304,1234.0277645175297
263,1252.98,1261.5993464052287,1271.958990016789,1234.3641430212188
264,1254.78,1261.9601960784314,1273.293272492595,1235.6589885765575
265,1257.76,1262.321045751634,1275.9021854020734,1238.1907907596478
266,1262.84,1262.6818954248365,1280.5233304486253,1242.675350238321
267,1260.91,1263.0427450980392,1280.919092581179,1243.0594149679423
268,1261.15,1263.4035947712418,1280.9617791277697,1243.100839843205
269,1259.94,1263.7644444444445,1279.8831327246698,1242.0540746145812
270,1261.47,1264.1252941176472,1280.3518818215528,1242.5089690583543
271,1260.61,1264.4861437908496,1279.8546156776993,1242.0264004359938
272,1262.05,1264.8469934640523,1280.6041078821195,1242.7537401614659
273,1262.35,1265.207843137255,1281.1073246596181,1243.2420835366736
274,1262.12,1265.5686928104576,1281.114084195729,1243.2486432835399
275,1264.73,1265.92954248366,1282.9376582177804,1245.0183185660233
276,1261.75,1266.2903921568627,1281.5491466663273,1243.6708467648593
277,1261.78,1266.6512418300654,1280.9022999150886,1243.0431186368103
278,1262.15,1267.012091503268,1280.8864048581222,1243.027693384483
279,1262.84,1267.3729411764705,1281.394760693555,1243.5210239242876
280,1262.03,1267.7337908496731,1281.0512019214923,1243.1876195986895
281,1261.06,1268.0946405228758,1280.2135021354661,1242.3746794122503
282,1261.79,1268.4554901960785,1280.3967585811058,1242.5525194112208
283,1259.67,1268.8163398692811,1279.003324143515,1241.200270227943
284,1260.0,1269.1771895424836,1278.6798115523602,1240.8863195852955
285,1258.8,1269.5380392156862,1277.7593638262874,1239.9930772107323
286,1259.17,1269.898888888889,1277.7034249586172,1239.9387917086087
287,1258.19,1270.2597385620916,1277.0643700902913,1239.318625161514
288,1260.78,1270.620588235294,1278.7101850731783,1240.9157953665817
289,1264.19,1270.9814379084967,1281.9099044581508,1244.0209417648066
290,1265.96,1271.3422875816993,1284.5124681047432,1246.5465823479526
291,1269.89,1271.703137254902,1288.2881128795595,1250.2106317107057
292,1268.67,1272.0639869281047,1288.8122862737293,1250.7193122951956
293,1269.27,1272.424836601307,1289.1748811094515,1251.0711900421772
294,1270.07,1272.7856862745098,1289.6642676700953,1251.5461119754127
295,1269.22,1273.1465359477124,1289.076215719805,1250.9754408709437
296,1269.31,1273.507385620915,1288.7388152452472,1250.6480128242056
297,1268.78,1273.8682352941175,1288.1295851367079,1250.0567895169036
298,1265.67,1274.2290849673202,1285.6037305300656,1247.6055907114428
299,1266.52,1274.5899346405229,1285.1397779875567,1247.155351051964
300,1267.48,1274.9507843137255,1285.7232886421982,1247.7216150862712
301,1266.87,1275.3116339869282,1285.625591606193,1247.6268056473893
302,1267.7,1275.6724836601306,1286.2285622042862,1248.211954454406
303,1266.48,1276.0333333333333,1285.655028531337,1247.6553725156323
304,1265.33,1276.394183006536,1284.6039660810159,1246.6353759505425
305,1265.59,1276.7550326797386,1284.3775069955932,1246.4156102371026
306,1267.22,1277.115882352941,1285.5083121146727,1247.512992544781
307,1265.71,1277.4767320261437,1284.960921518485,1246.9817809809929
308,1268.21,1277.8375816993464,1286.5152048827672,1248.4901249354934
309,1269.36,1278.198431372549,1288.0094550341246,1249.9402100577463
310,1267.91,1278.5592810457517,1287.558545118925,1249.502627529203
311,1270.16,1278.9201307189542,1288.8860590465038,1250.7909045919273
312,1275.21,1279.2809803921568,1293.0004390556633,1254.7836773101758
313,1276.66,1279.6418300653595,1295.680975714188,1257.384986284212
314,1270.67,1280.0026797385622,1292.3139668494189,1254.117494922835
315,1271.48,1280.3635294117646,1291.2130258001164,1253.0490940030688
316,1274.58,1280.7243790849673,1292.8932700866935,1254.679675896939
317,1275.53,1281.08522875817,1294.2718829878745,1256.0175416187749
318,1274.41,1281.4460784313726,1293.9896635046362,1255.7436635980953
319,1273.66,1281.8069281045753,1293.2408963844603,1255.0170275258063
320,1276.56,1282.1677777777777,1294.9400734258134,1256.6659825856414
321,1277.55,1282.5286274509804,1296.3513908589043,1258.035586202976
322,1275.96,1282.889477124183,1295.7426494121207,1257.4448371142255
323,1274.34,1283.2503267973857,1294.2295364718682,1255.9764467239313
324,1273.94,1283.6111764705881,1293.2571636116963,1255.0328139482963
325,1274.59,1283.9720261437908,1293.3341136052331,1255.1074895577876
326,1274.76,1284.3328758169935,1293.5441050532027,1255.311274361975
327,1282.61,1284.6937254901961,1299.281812665856,1260.8793945575055
328,1282.24,1285.0545751633988,1301.4593966993632,1262.9926165013524
329,1280.67,1285.4154248366012,1301.0636206007557,1262.6085382184674
330,1283.58,1285.776274509804,1302.7508789848368,1264.2459268966152
331,1283.87,1286.1371241830066,1303.5153647092177,1264.9878169838223
332,1285.24,1286.4979738562092,1304.6416042833216,1266.0807686887406
333,1284.12,1286.8588235294117,1304.1604938387484,1265.6138782573078
334,1286.61,1287.2196732026143,1305.5827733617266,1266.9941199618725
335,1281.44,1287.580522875817,1302.3963821335124,1263.9019077847388
336,1282.83,1287.9413725490197,1301.9313738850926,1263.450643622479
337,1284.16,1288.3022222222223,1302.7214044400885,1264.217323520677
338,1283.47,1288.6630718954248,1302.6116217396116,1264.110785629081
339,1282.11,1289.0239215686274,1301.6076538954292,1263.1364917113276
340,1282.42,1289.38477124183,1301.4241097499216,1262.9583725159337
341,1283.99,1289.7456209150328,1302.521381858414,1264.0232129364906
342,1283.51,1290.1064705882352,1302.6895685378017,1264.1864285810193
343,1283.35,1290.4673202614379,1302.6438252643602,1264.1420373255123
344,1282.51,1290.8281699346405,1302.017140806738,1263.5338755612188
345,1283.09,1291.1890196078432,1302.1640219388635,1263.676415379094
346,1282.45,1291.5498692810459,1301.7896395470707,1263.313098476714
347,1281.67,1291.9107189542483,1301.0856489702467,1262.6299155031459
348,1279.9,1292.271568627451,1299.5470813410986,1261.136822779293
349,1279.46,1292.6324183006536,1298.627697995075,1260.24461332527
350,1279.55,1292.9932679738563,1298.393803896906,1260.0176323531552
351,1279.65,1293.3541176470587,1298.467425308853,1260.0890777627785
352,1278.23,1293.7149673202614,1297.5676911240753,1259.2159367066151
353,1279.9,1294.075816993464,1298.4401274354295,1260.0625867230524
354,1278.92,1294.4366666666667,1298.1825186487897,1259.8125919892198
355,1281.15,1294.7975163398694,1299.6888406796952,1261.2743921866995
356,1283.88,1295.1583660130718,1302.2963572159472,1263.8048392686776
357,1285.83,1295.5192156862745,1304.746582384534,1266.182643988932
358,1286.29,1295.8800653594772,1305.977587571419,1267.377264786057
359,1285.83,1296.2409150326798,1305.9775581755916,1267.3772362590717
360,1281.2,1296.6017647058823,1302.481420295819,1263.984432503824
361,1282.07,1296.962614379085,1301.4894315638633,1263.0217636358673
362,1286.19,1297.3234640522876,1304.0398996001427,1265.4968483804341
363,1285.26,1297.6843137254903,1304.5093557213038,1265.9524289512158
364,1285.39,1298.045163398693,1304.75398614282,1266.189828916924
365,1285.46,1298.4060130718954,1304.8568534276483,1266.2896557893928
366,1285.63,1298.766862745098,1304.9766362859968,1266.4058982676916
367,1284.36,1299.1277124183007,1304.0842750070756,1265.539912198985
368,1283.66,1299.4885620915034,1303.1793063521263,1264.6616913860535
369,1283.27,1299.8494117647058,1302.5326475202974,1264.0341456231458
370,1284.18,1300.2102614379085,1302.9555828694868,1264.4445804201425
371,1283.78,1300.5711111111111,1302.9076116680963,1264.3980270867733
372,1285.04,1300.9319607843138,1303.8177417384459,1265.2812567609549
373,1285.58,1301.2928104575165,1304.611533214093,1266.0515864195877
374,1285.86,1301.653660130719,1305.1307883082127,1266.555494072502
375,1282.73,1302.0145098039216,1303.072768771989,1264.5583026999107
376,1281.93,1302.3753594771242,1301.5844351964622,1263.1139592793254
377,1282.18,1302.7362091503269,1301.174456714188,1262.7160983876604
378,1280.86,1303.0970588235293,1300.1435053951634,1261.715618536193
379,1278.86,1303.457908496732,1298.360178933325,1259.9850012308623
380,1282.97,1303.8187581699347,1300.6423471069318,1262.1997161579586
381,1283.77,1304.1796078431373,1302.3130035309596,1263.8209935743794
382,1283.18,1304.5404575163398,1302.6134639366253,1264.112573376922
383,1284.52,1304.9013071895424,1303.646426011803,1265.1150045533261
384,1285.04,1305.262156862745,1304.4007826357977,1265.8470649224244
385,1284.37,1305.6230065359478,1304.1607291630048,1265.614106626167
386,1291.28,1305.9838562091504,1308.906596592889,1270.219702112311
387,1294.41,1306.3447058823529,1313.0823584160812,1274.2720424037834
388,1291.49,1306.7055555555555,1312.5365281640168,1273.742345065573
389,1291.68,1307.0664052287582,1312.1241663192984,1273.342171255674
390,1293.5,1307.4272549019609,1313.03290869134,1274.2240542472612
391,1295.93,1307.7881045751633,1315.0072873018423,1276.140076839719
392,1297.54,1308.148954248366,1316.852686369098,1277.9309320921786
393,1299.22,1308.5098039215686,1318.6606700220623,1279.6854778046613
394,1300.09,1308.8706535947713,1319.8541340858726,1280.8436670685562
395,1302.51,1309.231503267974,1321.8824096590997,1282.8119936100625
396,1302.74,1309.5923529411764,1322.7108983213493,1283.6159949226885
397,1310.55,1309.953202614379,1328.4277920115665,1289.163916385609
398,1307.91,1310.3140522875817,1328.768065049214,1289.4941320920946
399,1306.83,1310.6749019607844,1327.8006754374805,1288.555335276767
400,1302.86,1311.0357516339868,1324.2975506646212,1285.1557511375881
401,1303.1,1311.3966013071895,1322.8434755753317,1283.7446536371447
402,1304.15,1311.7574509803922,1323.0079189126443,1283.9042365802509
403,1310.54,1312.1183006535948,1327.7258261439931,1288.4826982776683
404,1310.32,1312.4791503267975,1329.621575389744,1290.3224155260077
405,1312.84,1312.84,1332.1018993023547,1292.729429372236
406,1307.45,1312.3719834710744,1329.141678053642,1289.856702347623
407,1301.97,1311.9039669421488,1323.7772219677713,1284.6508016140442
408,1285.42,1311.435950413223,1309.6579248424966,1270.9488236156246
409,1286.24,1310.9679338842975,1304.4731620401533,1265.9173050340403
410,1281.49,1310.499917355372,1299.5564993177998,1261.1459623921503
411,1278.23,1310.0319008264462,1295.8510658687276,1257.5500491435434
412,1281.7,1309.5638842975206,1297.471780658953,1259.1228610335654
413,1281.91,1309.095867768595,1298.9629825500613,1260.5699879919314
414,1282.77,1308.6278512396693,1300.6293122566974,1262.1870665742333
415,1278.6,1308.1598347107438,1298.6002976048544,1260.2180227987997
416,1281.94,1307.6918181818182,1300.2387477711677,1261.8080458666013
417,1283.97,1307.2238016528925,1302.5167634785885,1264.018731060502
418,1283.28,1306.755785123967,1303.0114884785391,1264.498833646661
419,1282.9,1306.2877685950414,1302.8715546215287,1264.36303576572
420,1280.1,1305.8197520661156,1300.7243841542165,1262.2793284649294
421,1283.57,1305.35173553719,1302.2280420659615,1263.738543285687
422,1284.85,1304.8837190082645,1303.7945418141624,1265.2587425487193
423,1284.28,1304.4157024793387,1304.0011376601437,1265.4592321135383
424,1287.63,1303.9476859504132,1306.384215365392,1267.771874024543
425,1288.06,1303.4796694214876,1307.6110003140484,1268.9623993195446
426,1287.56,1303.011652892562,1307.6174950031725,1268.9687020474137
427,1291.02,1302.5436363636363,1309.9300719181003,1271.2129269352993
428,1288.88,1302.0756198347108,1309.2538765176141,1270.5567176057634
429,1288.47,1301.6076033057852,1308.5014167749976,1269.826498052584
430,1290.23,1301.1395867768595,1309.337406539281,1270.6377787597949
431,1293.24,1300.671570247934,1311.7923874578578,1273.020198666
432,1293.11,1300.2035537190084,1312.6712359818582,1273.873071371557
433,1297.94,1299.7355371900826,1316.3576535871007,1277.4505308209796
434,1298.51,1299.267520661157,1318.1874091859038,1279.2262049735125
435,1289.78,1298.7995041322315,1312.4926464725202,1273.699760369884
436,1289.18,1298.3314876033057,1309.4297965748283,1270.7274380553754
437,1285.34,1297.8634710743802,1305.4349746487865,1266.8506896837976
438,1284.77,1297.3954545454546,1303.4946657822518,1264.9677298478011
439,1282.1,1296.9274380165289,1301.0364606475525,1262.5821810225018
440,1283.59,1296.4594214876033,1301.3417575554467,1262.8784543764682
441,1281.48,1295.9914049586778,1300.2631092940828,1261.8316873445042
442,1283.31,1295.523388429752,1301.3292542616605,1262.866320638163
443,1284.09,1295.0553719008265,1302.5316446661573,1264.0331724100147
